page_number,source_line,category,concept,amount_raw,amount_numeric,parser_confidence
1031,15,DEPARTAMENTO DE TACNA,DEPARTAMENTO DE TACNA,"3,280.00",3280.0,1.0
1031,16,DEPARTAMENTO DE TACNA,Otros,,,0.9999
1031,17,DEPARTAMENTO DE TACNA,DEPARTAMENTO DE TACNA,827.00,827.0,1.0
1031,18,DEPARTAMENTO DE TACNA,DEPARTAMENTO DE TACNA,"242,865.90",242865.9,1.0
1031,20,INVERSIONES:,"Terrenos, Carretera Mirave-Aricota",,,0.9913
1031,21,INVERSIONES:,INVERSIONES:,"11,635.90",11635.9,0.9999
1031,22,INVERSIONES:,"Adquisición Fundo ""Paquiña""",,,0.9872
1031,23,INVERSIONES:,INVERSIONES:,"145,728.00",145728.0,1.0
1031,24,INVERSIONES:,Estudios Carretera Locumba-Mirave-Ilavaya,,,0.9999
1031,25,INVERSIONES:,INVERSIONES:,"155,230.00",155230.0,1.0
1031,26,INVERSIONES:,Indemnización Mayores Areas Terrenos afectados - Construción,,,0.9995
1031,27,INVERSIONES:,Carretera Mirave-Aricota,,,0.9999
1031,28,INVERSIONES:,INVERSIONES:,"562,590.90",562590.9,0.9995
1031,29,INVERSIONES:,INVERSIONES:,"875,184.80",875184.8,1.0
1031,31,OBRAS EJECUCION PLAN TACNA:,Cómputo Amortización año 1964,,,0.9931
1031,32,OBRAS EJECUCION PLAN TACNA:,OBRAS EJECUCION PLAN TACNA:,"20'014,907.76",20014907.76,0.9988
1031,33,OBRAS EJECUCION PLAN TACNA:,OBRAS EJECUCION PLAN TACNA:,"21'132,958.46",21132958.46,0.9883
1031,35,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,Servicios Eléctricos — Generales,,,0.9986
1031,36,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,"6'034,191.66",6034191.66,0.9982
1031,37,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,Obras Coloniales,,,0.9732
1031,38,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,"1'305,075.40",1305075.4,0.9973
1031,39,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,Restauración Pictórica,,,0.9999
1031,40,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,"66,886.16",66886.16,0.9935
1031,41,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,Obras Arqueológicas,,,0.9996
1031,42,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,"588,784.92",588784.92,1.0
1031,43,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,Urbanismo,,,0.9999
1031,44,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,"153,181.11",153181.11,1.0
1031,45,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,Obras Civiles,,,0.9998
1031,46,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,"1'296,235.53",1296235.53,0.9932
1031,47,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,Parque Arqueológico,,,0.9997
1031,48,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,758.34,758.34,1.0
1031,49,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,Obras Públicas,,,0.9957
1031,50,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,"1'454,465.48",1454465.48,0.9929
1031,51,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,Fomento Rural,,,0.9999
1031,52,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,"1'897,931.21",1897931.21,0.9985
1031,53,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,Instalación y Equipos,,,0.9925
1031,54,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,"601,009.63",601009.63,0.9998
1031,55,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,Fomento Industrial,,,0.9997
1031,56,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,"54,887.62",54887.62,1.0
1031,57,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,Centro Hidro-Macchupicchu,,,0.9999
1031,58,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,"20360,683.47",20360683.47,0.9991
1031,59,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,Servicios Eléctricos en la Central Hidro-Macchupicchu,,,0.9902
1031,60,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,"538,127.73",538127.73,1.0
1031,61,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,CORPORACION DE RECONSTRUCCION Y FOMENTO DEL CUZCO,"34'352,218.26",34352218.26,0.9591
1031,64,ECONOMICA DE PUNO,"Obras Públicas, Viviendas y Urbanismo",,,0.9887
1031,65,ECONOMICA DE PUNO,ECONOMICA DE PUNO,"45'408,415.44",45408415.44,0.9959
1031,66,ECONOMICA DE PUNO,Convenios y Transferencias,,,0.9838
1031,67,ECONOMICA DE PUNO,ECONOMICA DE PUNO,"7'249,722.88",7249722.88,0.9937
1031,68,ECONOMICA DE PUNO,Programa de Educación,,,0.9999
1031,69,ECONOMICA DE PUNO,ECONOMICA DE PUNO,"5'410,463.49",5410463.49,0.9971
1031,70,ECONOMICA DE PUNO,Redistribución Agraria,,,0.9998
1031,71,ECONOMICA DE PUNO,ECONOMICA DE PUNO,"4'313,274.09",4313274.09,0.999
1031,72,ECONOMICA DE PUNO,Programación Agropecuaria,,,0.9999
1031,73,ECONOMICA DE PUNO,ECONOMICA DE PUNO,"2'575,103.83",2575103.83,0.9992
1031,74,ECONOMICA DE PUNO,Promoción y Fomento de Cooperativas,,,0.9997
1031,75,ECONOMICA DE PUNO,ECONOMICA DE PUNO,"1'571,812.64",1571812.64,0.997
1031,76,ECONOMICA DE PUNO,"Economía, Comercio e Industrias",,,0.9942
1031,77,ECONOMICA DE PUNO,ECONOMICA DE PUNO,"649,581.07",649581.07,1.0
1031,78,ECONOMICA DE PUNO,Promoción Turística,,,0.9998
1031,79,ECONOMICA DE PUNO,ECONOMICA DE PUNO,"656,809.33",656809.33,0.9982
1031,80,ECONOMICA DE PUNO,Integración Cultural,,,0.9998
1031,81,ECONOMICA DE PUNO,ECONOMICA DE PUNO,"618,362,47",618362.47,1.0
1031,82,ECONOMICA DE PUNO,Fondo Artesanal,,,0.9995
1031,83,ECONOMICA DE PUNO,ECONOMICA DE PUNO,"2'872,121.01",2872121.01,0.9967
1031,84,ECONOMICA DE PUNO,Frigorífico de Cabanillas,,,0.98
1031,85,ECONOMICA DE PUNO,ECONOMICA DE PUNO,"9198,195.00",9198195.0,1.0
1031,86,ECONOMICA DE PUNO,"Alta Dirección, Contabilidad y Administración",,,0.9902
1031,87,ECONOMICA DE PUNO,ECONOMICA DE PUNO,"800,493.73",800493.73,1.0
1031,88,ECONOMICA DE PUNO,ECONOMICA DE PUNO,"81'324,354.98",81324354.98,0.9899
1031,91,MOQUEGUA,Transferencia del Ministerio de Fomento,,,0.9996
1031,92,MOQUEGUA,MOQUEGUA,"2'000,000.00",2000000.0,0.9719
1031,93,MOQUEGUA,Van,,,1.0
1031,94,MOQUEGUA,MOQUEGUA,"517'318,390.17",517318390.17,0.9763
1031,95,MOQUEGUA,-886—,,,0.7595
1031,96,MOQUEGUA,Digitized by Google,,,0.9912
1037,5,MINISTERIO DE GOBIERNO,Municipalidad de Comas. — Talleres y Vivero Municipal,,,0.9875
1037,6,MINISTERIO DE GOBIERNO,MINISTERIO DE GOBIERNO,"143,866.11",143866.11,0.9853
1037,8,MINISTERIO DE HACIENDA Y COMERCIO,Subsidios a los Municipios para la ejecución de O. P,,,0.991
1037,9,MINISTERIO DE HACIENDA Y COMERCIO,MINISTERIO DE HACIENDA Y COMERCIO,"71'816,656.91",71816656.91,0.9953
1037,10,MINISTERIO DE HACIENDA Y COMERCIO,Subsidio a la Municipalidad de Hualhuas,,,1.0
1037,11,MINISTERIO DE HACIENDA Y COMERCIO,MINISTERIO DE HACIENDA Y COMERCIO,"500,000.00",500000.0,0.9928
1037,12,MINISTERIO DE HACIENDA Y COMERCIO,MINISTERIO DE HACIENDA Y COMERCIO,"72'316,656.91",72316656.91,0.9976
1037,14,INICIATIVAS PARLAMENTARIAS:,Subsidios a los Municipios para fines de Obras Públicas,,,0.9887
1037,15,INICIATIVAS PARLAMENTARIAS:,"6'550,201.25","78'806,858.16",78806858.16,0.9616
1037,17,MINISTERIO DE FOMENTO Y OBRAS PUBLICAS,Centrales de Cooperación Popular y Desarrollo Comunal. — Sub-,,,0.9922
1037,18,MINISTERIO DE FOMENTO Y OBRAS PUBLICAS,sidio a los Concejos Municipales,,,0.9978
1037,19,MINISTERIO DE FOMENTO Y OBRAS PUBLICAS,MINISTERIO DE FOMENTO Y OBRAS PUBLICAS,"28,400.00",28400.0,1.0
1037,23,LOCAL:,—Concejo Distrital de Pampa Colca. — Terminación Mercado,,,0.9756
1037,24,LOCAL:,de Abastos,,,0.9604
1037,25,LOCAL:,LOCAL:,"150,000.00",150000.0,1.0
1037,26,LOCAL:,—Concejo Provincial de Cangallo — Terminación Local Of. P,,,0.9884
1037,27,LOCAL:,LOCAL:,"71,666.67",71666.67,0.9486
1037,28,LOCAL:,—Concejo Provincial Víctor Fajardo —. Terminación Local Ad-,,,0.991
1037,29,LOCAL:,ministración Pública de Huancapi,,,1.0
1037,30,LOCAL:,LOCAL:,"83,333.34",83333.34,1.0
1037,31,LOCAL:,—Concejo Distrital de Locumba — Construcción Local Oficina,,,0.9934
1037,32,LOCAL:,Pública,,,0.9999
1037,33,LOCAL:,LOCAL:,"65,000.00",65000.0,0.9994
1037,34,LOCAL:,—Concejo Distrital de Sama — Construcción Local Oficina,,,0.9963
1037,35,LOCAL:,Pública,,,0.9999
1037,36,LOCAL:,LOCAL:,"55,000.00",55000.0,0.9974
1037,37,LOCAL:,—Concejo Provincial de Lamas — Terminación Local Munici-,,,0.9936
1037,38,LOCAL:,pal,,,1.0
1037,39,LOCAL:,LOCAL:,"135,000.00",135000.0,1.0
1037,40,LOCAL:,—Concejo Provincial de Urubamba — Prosecución Obras del,,,0.9987
1037,41,LOCAL:,Mercado,,,0.9996
1037,42,LOCAL:,LOCAL:,"416,666.66",416666.66,0.9906
1037,43,LOCAL:,—Concejo Provincial de Maynas — Construcción Tribuna Es-,,,0.9956
1037,44,LOCAL:,tadio Iquitos,,,0.9813
1037,45,LOCAL:,LOCAL:,"375,000.00",375000.0,1.0
1037,46,LOCAL:,—Concejo Provincial de Lima — Obras del By-Pass- entre el,,,0.9909
1037,47,LOCAL:,Trebol del Pino y Puente del Ejército,,,0.9985
1037,48,LOCAL:,LOCAL:,"7'000,000.00",7000000.0,0.999
1037,49,LOCAL:,—Concejo Distrital de Breña — Construcción Centro Materno,,,0.9922
1037,50,LOCAL:,Infantil,,,1.0
1037,51,LOCAL:,LOCAL:,"600,000.00",600000.0,0.9996
1037,52,LOCAL:,—Terminación Local Municipal,,,0.9997
1037,53,LOCAL:,LOCAL:,"400,000.00",400000.0,0.9539
1037,54,LOCAL:,—Ampliación Local Municipal,,,0.9995
1037,55,LOCAL:,LOCAL:,"350,000.00",350000.0,1.0
1037,56,LOCAL:,—Construcción Local Cuerpo Bomberos,,,0.9994
1037,57,LOCAL:,LOCAL:,"600,000.00",600000.0,0.9999
1037,58,LOCAL:,— Concejo Distrital del Rímac — Pavimentación Avda. Amancaes,,,0.9867
1037,59,LOCAL:,LOCAL:,"400,000.00",400000.0,1.0
1037,60,LOCAL:,Remodelación Parque J. Ríos,,,0.999
1037,61,LOCAL:,LOCAL:,"300,000.00",300000.0,1.0
1037,62,LOCAL:,Ampliación Mercado Ciudad y Campo,,,0.9993
1037,63,LOCAL:,LOCAL:,"300,000.00",300000.0,1.0
1037,64,LOCAL:,Construcción Campo Deportivo,,,0.9998
1037,65,LOCAL:,LOCAL:,"600,000.00",600000.0,1.0
1037,66,LOCAL:,Ampliación Mercado Baratillo,,,0.9999
1037,67,LOCAL:,LOCAL:,"1'270,000.00",1270000.0,0.995
1037,68,LOCAL:,—Concejo Distrital de Comas — Construcción Mercado,,,0.9923
1037,69,LOCAL:,LOCAL:,"700,000.00",700000.0,1.0
1037,70,LOCAL:,Construcción Camal Municipal,,,1.0
1037,71,LOCAL:,LOCAL:,"500,000.00",500000.0,0.9999
1037,72,LOCAL:,Construcción Local del Concejo,,,0.9989
1037,73,LOCAL:,LOCAL:,"600,000.00",600000.0,1.0
1037,74,LOCAL:,Van,,,1.0
1037,75,LOCAL:,LOCAL:,"14'971,666.67",14971666.67,0.9951
1037,76,LOCAL:,LOCAL:,"28,400.00",28400.0,1.0
1037,77,LOCAL:,LOCAL:,"79010,72487",7901072487.0,0.9736
1037,78,LOCAL:,-892-,,,0.8996
1037,79,LOCAL:,Digitized by Google,,,0.9758
1066,3,INGRESOS,—Suma publicada en el Volumen de la Cuenta General,,,0.9808
1066,4,INGRESOS,INGRESOS,"S/. 13,911'445,296.37",13911445296.37,0.9929
1066,5,INGRESOS,Más las siguientes partidas omitidas:,,,0.9996
1066,6,INGRESOS,"—Monto de los préstamos operados directamente por la Dirección de Caminos, sin ingreso",,,0.9943
1066,7,INGRESOS,ni registro en el Tesoro Público,,,0.9995
1066,8,INGRESOS,INGRESOS,"151'949,744.45",151949744.45,0.9971
1066,9,INGRESOS,"—Abono, en via de regularización del fondo a que se refiere el D. S.N° 11-F de 6-4-",,,0.9905
1066,10,INGRESOS,62 (Fondos Reembolsables),,,0.9992
1066,11,INGRESOS,INGRESOS,"1'925,820.95",1925820.95,0.9969
1066,13,TOTAL GENERAL DE LOS INGRESOS,TOTAL GENERAL DE LOS INGRESOS,"S/. 14,065'320,861.77",14065320861.77,0.9829
1066,15,EGRESOS,—Suma publicada en el Volumen de la Cuenta General,,,0.9977
1066,16,EGRESOS,EGRESOS,"S/. 14,612'863,407.01",14612863407.01,0.9847
1066,17,EGRESOS,Más las siguientes partidas omitidas involuntariamente:,,,0.9994
1066,18,EGRESOS,—Ministerio de Gobierno y Policía,,,0.9923
1066,19,EGRESOS,Gastos de las Administraciones de Correos y Telecomunicaciones de los meses de Julio,,,0.9915
1066,20,EGRESOS,a Diciembre de,1963,1963.0,0.9723
1066,21,EGRESOS,EGRESOS,"51767,035.92",51767035.92,1.0
1066,22,EGRESOS,”,,,0.6872
1066,23,EGRESOS,—Ministerio de Marina,,,0.9986
1066,24,EGRESOS,Utilización de los recursos aplicados a las partidas Nos. 30 y,31,31.0,0.9973
1066,25,EGRESOS,EGRESOS,"209'785,759.09",209785759.09,0.9628
1066,26,EGRESOS,—Ministerio de Fomento,,,0.9962
1066,27,EGRESOS,Utilización de recursos de Préstanos en los diferentes Programas de la Dirección de,,,0.9951
1066,28,EGRESOS,"Caminos, según relación anexa",,,0.9999
1066,29,EGRESOS,EGRESOS,"151'949,744.45",151949744.45,0.9931
1066,30,EGRESOS,，，,,,0.441
1066,32,TOTAL GENERAL DE LOS EGRESOS,TOTAL GENERAL DE LOS EGRESOS,"S/. 15,026'365,946.47",15026365946.47,0.977
1066,35,TOTAL DE LOS INGRESOS,TOTAL DE LOS INGRESOS,"S/. 14,065'320,861.77",14065320861.77,0.9962
1066,37,TOTAL DE LOS EGRESOS,TOTAL DE LOS EGRESOS,"15,026'365,946.47",15026365946.47,0.9989
1066,38,TOTAL DE LOS EGRESOS,”,,,0.7705
1066,40,DEFICIT POR COMPARACION,S/,,,0.9997
1066,41,DEFICIT POR COMPARACION,DEFICIT POR COMPARACION,"961'045,084.70",961045084.7,0.9983
1066,42,DEFICIT POR COMPARACION,"Sin embargo, el nuevo déficit total, expresado por el exceso de la fuente de financiamiento denominada Ingresos",,,0.9934
1066,43,DEFICIT POR COMPARACION,"del Tesero Público, asciende a S/. 1,015'347,579.05, contra S/. 963'945,658.47 del Cuadro anterior, N° 3",,,0.9984
1066,44,DEFICIT POR COMPARACION,"En este mismo Cuadro, dividido en dos, se ha insertado en su parte inferior el detalle de la financiación de",,,0.9957
1066,45,DEFICIT POR COMPARACION,"dicho déficit, operación que se ha realizado con la aplicación de los recursos que las leyes de provisión respectivas sol-",,,0.9998
1066,46,DEFICIT POR COMPARACION,"ventaron el ejercicio de 1963, quedando definitivamente liquidado",,,0.9972
1066,47,DEFICIT POR COMPARACION,Digitized by Google,,,0.996
1068,6,CAPITULO IV.—PROGRAMA II,Sub-Programa 2:,,,0.9998
1068,7,CAPITULO IV.—PROGRAMA II,—Estudios Olmos Yurimaguas.—Eximbank,1220,1220.0,0.9968
1068,8,CAPITULO IV.—PROGRAMA II,CAPITULO IV.—PROGRAMA II,"14'616,073.85",14616073.85,0.959
1068,10,CAPITULO IV.—PROCRAMA III,Sub-Programa 1:,,,0.999
1068,11,CAPITULO IV.—PROCRAMA III,—Huánuco-Pucallpa.—B. I. R. F. 271-D.L.F,111,111.0,0.9953
1068,12,CAPITULO IV.—PROCRAMA III,CAPITULO IV.—PROCRAMA III,"57'887,295.40",57887295.4,0.9938
1068,13,CAPITULO IV.—PROCRAMA III,—Tambo-Río Apurimac.—Eximbank 1221-D.L.F,200,200.0,0.9802
1068,14,CAPITULO IV.—PROCRAMA III,CAPITULO IV.—PROCRAMA III,"3'577,084.97",3577084.97,0.9581
1068,15,CAPITULO IV.—PROCRAMA III,—Compra de Equipo.—Eximbank,1221,1221.0,0.9962
1068,16,CAPITULO IV.—PROCRAMA III,CAPITULO IV.—PROCRAMA III,"57'045,184.22",57045184.22,0.9963
1068,18,CAPITULO IV.—PROGRAMA IV,Sub-Programa 1:,,,0.9993
1068,19,CAPITULO IV.—PROGRAMA IV,—Conservación rutinaria.—P. E. 300.— Inversión normal (Dirección de,,,0.9926
1068,20,CAPITULO IV.—PROGRAMA IV,Caminos),,,1.0
1068,21,CAPITULO IV.—PROGRAMA IV,CAPITULO IV.—PROGRAMA IV,"4'892,551.04",4892551.04,0.9988
1068,22,CAPITULO IV.—PROGRAMA IV,Sub-Programa 2:,,,0.9995
1068,23,CAPITULO IV.—PROGRAMA IV,—Compra de Equipo.— P. E. 300.— Inversión normal (Dirección de,,,0.9839
1068,24,CAPITULO IV.—PROGRAMA IV,Caminos),,,1.0
1068,25,CAPITULO IV.—PROGRAMA IV,CAPITULO IV.—PROGRAMA IV,"2'904,682.43",2904682.43,0.9993
1068,26,CAPITULO IV.—PROGRAMA IV,Sub-Programa 3:,,,0.9995
1068,27,CAPITULO IV.—PROGRAMA IV,—Inversión normal (Dirección de Caminos),,,0.9983
1068,28,CAPITULO IV.—PROGRAMA IV,CAPITULO IV.—PROGRAMA IV,"11'026,892.54",11026892.54,0.9978
1068,29,CAPITULO IV.—PROGRAMA IV,CAPITULO IV.—PROGRAMA IV,"151'949,744.45",151949744.45,0.9926
1068,30,CAPITULO IV.—PROGRAMA IV,Digitized by Google,,,0.9864
